0,1,2,3,4,5,6,7,8
42.0,1.0,1.0,8851.477,31268.125,6349.598,2.0,1.0,15.0
43.0,1.0,1.0,9284.77,33918.418,6247.234,2.0,1.0,15.0
44.0,1.0,1.0,12474.477,40513.66,8292.598,2.0,1.0,15.0
45.0,1.0,1.0,8827.648,39892.66,7697.062,2.0,1.0,15.0
46.0,1.0,1.0,10351.012,41149.731,10517.062,2.0,1.0,15.0
48.0,1.0,1.0,9588.355,34089.004,10441.648,2.0,1.0,15.0
49.0,1.0,1.0,10133.305,34920.146,12610.134,2.0,1.0,15.0
38.0,3.0,1.0,3113.77,40975.953,7377.255,2.0,1.0,16.0
39.0,3.0,1.0,4572.355,46292.196,4120.305,2.0,1.0,16.0
40.0,3.0,1.0,2985.113,41018.125,10042.477,2.0,1.0,16.0
41.0,3.0,1.0,4368.527,36685.004,9842.77,2.0,1.0,16.0
42.0,3.0,1.0,4274.113,32463.539,6349.598,2.0,1.0,16.0
43.0,3.0,1.0,6127.77,36854.296,6247.234,2.0,1.0,16.0
44.0,3.0,1.0,7759.305,43501.832,8292.598,2.0,1.0,16.0
45.0,3.0,1.0,5974.062,38973.004,7697.062,2.0,1.0,16.0
46.0,3.0,1.0,9348.77,44251.368,10517.062,2.0,1.0,16.0
47.0,3.0,1.0,6960.234,41968.782,8894.891,2.0,1.0,16.0
48.0,3.0,1.0,13013.598,37921.004,10441.648,2.0,1.0,16.0
49.0,3.0,1.0,11358.184,41342.731,12610.134,2.0,1.0,16.0
38.0,2.0,1.0,7810.062,29814.125,7377.255,2.0,1.0,17.0
39.0,2.0,1.0,9178.184,37616.731,4120.305,2.0,1.0,17.0
40.0,2.0,1.0,8412.527,41145.175,10042.477,2.0,1.0,17.0
41.0,2.0,1.0,6121.82,43543.418,9842.77,2.0,1.0,17.0
42.0,2.0,1.0,4961.941,44791.66,6349.598,2.0,1.0,17.0
43.0,2.0,1.0,7769.527,43592.418,6247.234,2.0,1.0,17.0
44.0,2.0,1.0,10393.598,50025.539,8292.598,2.0,1.0,17.0
45.0,2.0,1.0,6470.941,44624.832,7697.062,2.0,1.0,17.0
46.0,2.0,1.0,8850.477,46541.974,10517.062,2.0,1.0,17.0
47.0,2.0,1.0,6120.234,37974.903,8894.891,2.0,1.0,17.0
48.0,2.0,1.0,11085.477,31281.004,10441.648,2.0,1.0,17.0
49.0,2.0,1.0,5920.891,31622.388,12610.134,2.0,1.0,17.0
38.0,1.0,2.0,12779.669,52045.196,0.0,1.0,1.0,18.0
39.0,1.0,2.0,12352.891,44585.489,0.0,1.0,1.0,18.0
40.0,1.0,2.0,11116.184,36024.711,0.0,1.0,1.0,18.0
41.0,1.0,2.0,7834.77,30014.418,0.0,1.0,1.0,18.0
42.0,1.0,2.0,10963.184,28399.075,0.0,1.0,1.0,18.0
43.0,1.0,2.0,9925.184,25056.125,0.0,1.0,1.0,18.0
44.0,1.0,2.0,10557.891,32216.075,0.0,1.0,1.0,18.0
45.0,1.0,2.0,12244.77,35757.539,0.0,1.0,1.0,18.0
46.0,1.0,2.0,8568.184,29521.054,0.0,1.0,1.0,18.0
47.0,1.0,2.0,9038.77,25859.004,0.0,1.0,1.0,18.0
48.0,1.0,2.0,7730.891,26256.246,0.0,1.0,1.0,18.0
49.0,1.0,2.0,8186.648,31220.196,0.0,1.0,1.0,18.0
38.0,3.0,2.0,8703.255,57059.56,0.0,1.0,1.0,18.0
39.0,3.0,2.0,11981.012,50576.66,0.0,1.0,1.0,19.0
40.0,3.0,2.0,12270.012,43919.832,0.0,1.0,1.0,19.0
41.0,3.0,2.0,12986.184,42043.882,0.0,1.0,1.0,19.0
42.0,3.0,2.0,8542.598,44585.489,0.0,1.0,1.0,19.0
43.0,3.0,2.0,6834.891,39855.125,0.0,1.0,1.0,19.0
44.0,3.0,2.0,10595.012,47034.246,0.0,1.0,1.0,19.0
45.0,3.0,2.0,10204.012,46994.075,0.0,1.0,1.0,19.0
46.0,3.0,2.0,9688.598,37261.418,0.0,1.0,1.0,19.0
47.0,3.0,2.0,10453.134,37482.832,0.0,1.0,1.0,19.0
48.0,3.0,2.0,12284.083,37297.66,0.0,1.0,1.0,19.0
49.0,3.0,2.0,13405.255,39291.61,0.0,1.0,1.0,19.0
38.0,2.0,2.0,13620.255,42593.903,0.0,1.0,1.0,20.0
39.0,2.0,2.0,5587.77,32651.953,0.0,1.0,1.0,20.0
40.0,2.0,2.0,5045.406,27234.418,0.0,1.0,1.0,20.0
41.0,2.0,2.0,5030.113,29788.832,0.0,1.0,1.0,20.0
42.0,2.0,2.0,4721.77,34029.075,0.0,1.0,1.0,20.0
43.0,2.0,2.0,4116.234,32720.711,0.0,1.0,1.0,20.0
44.0,2.0,2.0,4399.355,33056.196,0.0,1.0,1.0,20.0
45.0,2.0,2.0,4470.698,32938.296,0.0,1.0,1.0,20.0
46.0,2.0,2.0,3510.82,33271.368,0.0,1.0,1.0,20.0
47.0,2.0,2.0,3733.113,33647.711,0.0,1.0,1.0,20.0
48.0,2.0,2.0,3857.355,42791.731,0.0,1.0,1.0,20.0
49.0,2.0,2.0,10268.305,48071.024,0.0,1.0,1.0,20.0
38.0,1.0,2.0,9647.598,42710.368,7958.598,2.0,1.0,21.0
39.0,1.0,2.0,12019.184,48869.903,10942.305,2.0,1.0,21.0
40.0,1.0,2.0,9076.477,37721.075,4425.355,2.0,1.0,21.0
41.0,1.0,2.0,6054.941,27316.125,4648.941,2.0,1.0,21.0
42.0,1.0,2.0,8125.77,26643.125,3907.184,2.0,1.0,21.0
43.0,1.0,2.0,7550.234,26947.539,3247.234,2.0,1.0,21.0
44.0,1.0,2.0,9094.184,30781.903,8646.305,2.0,1.0,21.0
45.0,1.0,2.0,8696.477,29866.61,7590.477,2.0,1.0,21.0
46.0,1.0,2.0,7865.941,31170.489,8794.477,2.0,1.0,21.0
47.0,1.0,2.0,7366.355,32191.489,2341.941,2.0,1.0,21.0
48.0,1.0,2.0,8290.941,37143.246,10098.062,2.0,1.0,21.0
49.0,1.0,2.0,12222.891,46994.731,6631.184,2.0,1.0,21.0
51.0,1.0,1.0,7851.548,36145.196,9807.255,1.0,1.0,22.0
4.0,1.0,1.0,8011.062,31539.539,10633.477,1.0,1.0,22.0
53.0,1.0,1.0,10400.477,35760.246,8778.77,1.0,1.0,22.0
50.0,1.0,1.0,9685.77,36722.782,8596.941,1.0,1.0,22.0
5.0,1.0,1.0,10482.648,35843.054,6794.648,1.0,1.0,22.0
7.0,1.0,1.0,7992.77,36381.075,4846.234,1.0,1.0,22.0
10.0,1.0,1.0,13361.184,46125.539,8577.062,1.0,1.0,22.0
14.0,1.0,1.0,12472.77,39362.782,5264.477,1.0,1.0,22.0
12.0,1.0,1.0,7373.355,26400.296,3826.527,1.0,1.0,22.0
15.0,1.0,1.0,11818.477,40429.418,6469.77,1.0,1.0,22.0
13.0,1.0,1.0,6464.184,30862.953,10477.598,1.0,1.0,22.0
51.0,3.0,1.0,0.0,0.0,9807.255,1.0,1.0,23.0
4.0,3.0,1.0,0.0,0.0,10633.477,1.0,1.0,23.0
53.0,3.0,1.0,0.0,0.0,8778.77,1.0,1.0,23.0
50.0,3.0,1.0,0.0,0.0,8596.941,1.0,1.0,23.0
5.0,3.0,1.0,0.0,0.0,6794.648,1.0,1.0,23.0
7.0,3.0,1.0,0.0,0.0,4846.234,1.0,1.0,23.0
10.0,3.0,1.0,0.0,0.0,8577.062,1.0,1.0,23.0
14.0,3.0,1.0,0.0,0.0,5264.477,1.0,1.0,23.0
12.0,3.0,1.0,0.0,0.0,3826.527,1.0,1.0,23.0
15.0,3.0,1.0,0.0,0.0,6469.77,1.0,1.0,23.0
13.0,3.0,1.0,0.0,0.0,10477.598,1.0,1.0,23.0
52.0,3.0,1.0,0.0,0.0,12543.012,1.0,1.0,23.0
51.0,2.0,1.0,0.0,0.0,9807.255,1.0,1.0,24.0
4.0,2.0,1.0,0.0,0.0,10633.477,1.0,1.0,24.0
53.0,2.0,1.0,0.0,0.0,8778.77,1.0,1.0,24.0
50.0,2.0,1.0,8210.548,39164.075,8596.941,1.0,1.0,24.0
5.0,2.0,1.0,15584.497,41178.004,6794.648,1.0,1.0,24.0
7.0,2.0,1.0,9974.205,39661.539,4846.234,1.0,1.0,24.0
10.0,2.0,1.0,16378.326,48113.953,8577.062,1.0,1.0,24.0
14.0,2.0,1.0,11823.083,44326.075,5264.477,1.0,1.0,24.0
12.0,2.0,1.0,5831.79,31298.66,3826.527,1.0,1.0,24.0
15.0,2.0,1.0,14133.669,44591.418,6469.77,1.0,1.0,24.0
13.0,2.0,1.0,4243.477,35032.075,10477.598,1.0,1.0,24.0
52.0,2.0,1.0,4790.962,34461.953,12543.012,1.0,1.0,24.0
51.0,1.0,1.0,12747.719,36228.782,8179.184,2.0,1.0,25.0
4.0,1.0,1.0,11465.891,33419.66,13594.426,2.0,1.0,25.0
53.0,1.0,1.0,11626.477,34255.832,11608.062,2.0,1.0,25.0
50.0,1.0,1.0,10859.477,33170.246,4872.184,2.0,1.0,25.0
5.0,1.0,1.0,9851.941,29566.296,4880.355,2.0,1.0,25.0
7.0,1.0,1.0,9647.891,30204.418,13125.012,2.0,1.0,25.0
10.0,1.0,1.0,5720.82,26159.175,3777.648,2.0,1.0,25.0
14.0,1.0,1.0,13108.598,43539.246,3749.062,2.0,1.0,25.0
12.0,1.0,1.0,9346.891,34266.953,5829.062,2.0,1.0,25.0
15.0,1.0,1.0,11399.77,41612.539,12988.548,2.0,1.0,25.0
13.0,1.0,1.0,10537.891,44112.246,9714.548,2.0,1.0,25.0
52.0,1.0,1.0,5561.426,27556.368,5946.912,2.0,1.0,25.0
51.0,3.0,1.0,0.0,0.0,8179.184,2.0,1.0,26.0
4.0,3.0,1.0,0.0,0.0,13594.426,2.0,1.0,26.0
53.0,3.0,1.0,0.0,0.0,11608.062,2.0,1.0,26.0
50.0,3.0,1.0,0.0,0.0,4872.184,2.0,1.0,26.0
5.0,3.0,1.0,0.0,0.0,4880.355,2.0,1.0,26.0
7.0,3.0,1.0,0.0,0.0,13125.012,2.0,1.0,26.0
10.0,3.0,1.0,0.0,0.0,3777.648,2.0,1.0,26.0
14.0,3.0,1.0,0.0,0.0,3749.062,2.0,1.0,26.0
12.0,3.0,1.0,0.0,0.0,5829.062,2.0,1.0,26.0
15.0,3.0,1.0,0.0,0.0,12988.548,2.0,1.0,26.0
13.0,3.0,1.0,0.0,0.0,9714.548,2.0,1.0,26.0
52.0,3.0,1.0,0.0,0.0,5946.912,2.0,1.0,26.0
51.0,2.0,1.0,0.0,0.0,8179.184,2.0,1.0,27.0
4.0,2.0,1.0,0.0,0.0,13594.426,2.0,1.0,27.0
53.0,2.0,1.0,9206.426,34835.296,11608.062,2.0,1.0,27.0
50.0,2.0,1.0,9660.305,30796.761,4872.184,2.0,1.0,27.0
5.0,2.0,1.0,8265.891,28432.004,4880.355,2.0,1.0,27.0
7.0,2.0,1.0,5505.234,29150.468,13125.012,2.0,1.0,27.0
10.0,2.0,1.0,6564.184,25748.933,3777.648,2.0,1.0,27.0
14.0,2.0,1.0,15985.669,41628.246,3749.062,2.0,1.0,27.0
12.0,2.0,1.0,7540.134,30606.125,5829.062,2.0,1.0,27.0
15.0,2.0,1.0,12047.255,39481.711,12988.548,2.0,1.0,27.0
13.0,2.0,1.0,9391.548,42657.368,9714.548,2.0,1.0,27.0
52.0,2.0,1.0,3153.962,30392.974,5946.912,2.0,1.0,27.0
50.0,1.0,2.0,6326.184,18513.953,7477.012,1.0,1.0,26.0
53.0,1.0,2.0,8864.648,24266.175,8303.184,1.0,1.0,26.0
4.0,1.0,2.0,8074.648,27028.368,9481.598,1.0,1.0,26.0
51.0,1.0,2.0,7866.527,31646.004,9653.062,1.0,1.0,26.0
14.0,1.0,2.0,11424.941,41149.246,14027.891,1.0,1.0,26.0
10.0,1.0,2.0,9223.941,43776.832,11484.891,1.0,1.0,26.0
7.0,1.0,2.0,5424.698,35991.296,4026.648,1.0,1.0,26.0
5.0,1.0,2.0,8248.648,39786.368,6125.891,1.0,1.0,26.0
52.0,1.0,2.0,5356.284,29790.125,6431.062,1.0,1.0,26.0
13.0,1.0,2.0,7533.648,37319.489,5500.77,1.0,1.0,26.0
15.0,1.0,2.0,11406.77,52357.61,6029.062,1.0,1.0,26.0
12.0,1.0,2.0,5503.234,40652.317,4026.305,1.0,1.0,26.0
50.0,3.0,2.0,0.0,0.0,7477.012,1.0,1.0,27.0
53.0,3.0,2.0,0.0,0.0,8303.184,1.0,1.0,27.0
4.0,3.0,2.0,0.0,0.0,9481.598,1.0,1.0,27.0
51.0,3.0,2.0,0.0,0.0,9653.062,1.0,1.0,27.0
14.0,3.0,2.0,0.0,0.0,14027.891,1.0,1.0,27.0
10.0,3.0,2.0,0.0,0.0,11484.891,1.0,1.0,27.0
7.0,3.0,2.0,0.0,0.0,4026.648,1.0,1.0,27.0
5.0,3.0,2.0,0.0,0.0,6125.891,1.0,1.0,27.0
52.0,3.0,2.0,0.0,0.0,6431.062,1.0,1.0,27.0
13.0,3.0,2.0,0.0,0.0,5500.77,1.0,1.0,27.0
15.0,3.0,2.0,0.0,0.0,6029.062,1.0,1.0,27.0
12.0,3.0,2.0,0.0,0.0,4026.305,1.0,1.0,27.0
50.0,2.0,2.0,3251.355,26185.782,7477.012,1.0,1.0,28.0
53.0,2.0,2.0,2980.406,29832.711,8303.184,1.0,1.0,28.0
4.0,2.0,2.0,6011.062,32668.832,9481.598,1.0,1.0,28.0
51.0,2.0,2.0,4278.527,36548.418,9653.062,1.0,1.0,28.0
14.0,2.0,2.0,8229.477,44290.246,14027.891,1.0,1.0,28.0
10.0,2.0,2.0,6518.82,47248.125,11484.891,1.0,1.0,28.0
7.0,2.0,2.0,4608.698,37566.004,4026.648,1.0,1.0,28.0
5.0,2.0,2.0,9534.77,42303.368,6125.891,1.0,1.0,28.0
52.0,2.0,2.0,3306.941,34676.953,6431.062,1.0,1.0,28.0
13.0,2.0,2.0,6157.941,40571.024,5500.77,1.0,1.0,28.0
15.0,2.0,2.0,13441.184,49703.731,6029.062,1.0,1.0,28.0
12.0,2.0,2.0,7654.77,34391.731,4026.305,1.0,1.0,28.0
50.0,1.0,1.0,6358.355,28878.539,8102.477,2.0,1.0,29.0
53.0,1.0,1.0,13167.891,23865.296,9133.477,2.0,1.0,29.0
4.0,1.0,1.0,9769.113,31297.761,9782.648,2.0,1.0,29.0
51.0,1.0,1.0,11310.234,34513.589,12319.77,2.0,1.0,29.0
14.0,1.0,1.0,11714.234,36391.711,9791.941,2.0,1.0,29.0
10.0,1.0,1.0,10269.355,29852.711,9829.648,2.0,1.0,29.0
7.0,1.0,1.0,9145.648,33582.589,11058.355,2.0,1.0,29.0
5.0,1.0,1.0,11012.648,36139.468,10014.648,2.0,1.0,29.0
52.0,1.0,1.0,8418.062,27964.468,5011.527,2.0,1.0,29.0
13.0,1.0,1.0,13037.062,39238.418,7671.648,2.0,1.0,29.0
15.0,1.0,1.0,9341.477,40003.418,6793.184,2.0,1.0,29.0
12.0,1.0,1.0,8484.77,32573.711,5510.648,2.0,1.0,29.0
50.0,3.0,1.0,0.0,0.0,8102.477,2.0,1.0,30.0
53.0,3.0,1.0,0.0,0.0,9133.477,2.0,1.0,30.0
4.0,3.0,1.0,0.0,0.0,9782.648,2.0,1.0,30.0
51.0,3.0,1.0,0.0,0.0,12319.77,2.0,1.0,30.0
14.0,3.0,1.0,0.0,0.0,9791.941,2.0,1.0,30.0
10.0,3.0,1.0,0.0,0.0,9829.648,2.0,1.0,30.0
7.0,3.0,1.0,0.0,0.0,11058.355,2.0,1.0,30.0
5.0,3.0,1.0,0.0,0.0,10014.648,2.0,1.0,30.0
52.0,3.0,1.0,0.0,0.0,5011.527,2.0,1.0,30.0
13.0,3.0,1.0,0.0,0.0,7671.648,2.0,1.0,30.0
15.0,3.0,1.0,0.0,0.0,6793.184,2.0,1.0,30.0
12.0,3.0,1.0,0.0,0.0,5510.648,2.0,1.0,30.0
50.0,2.0,1.0,5207.062,36897.782,8102.477,2.0,1.0,31.0
53.0,2.0,1.0,6146.113,31431.075,9133.477,2.0,1.0,31.0
4.0,2.0,1.0,5261.113,35000.125,9782.648,2.0,1.0,31.0
51.0,2.0,1.0,9101.648,40675.782,12319.77,2.0,1.0,31.0
14.0,2.0,1.0,10560.527,42236.882,9791.941,2.0,1.0,31.0
10.0,2.0,1.0,9931.648,38958.075,9829.648,2.0,1.0,31.0
7.0,2.0,1.0,5601.527,41590.832,11058.355,2.0,1.0,31.0
5.0,2.0,1.0,10137.941,41724.368,10014.648,2.0,1.0,31.0
52.0,2.0,1.0,7058.527,37776.246,5011.527,2.0,1.0,31.0
13.0,2.0,1.0,4738.527,45898.418,7671.648,2.0,1.0,31.0
15.0,2.0,1.0,4909.062,44825.731,6793.184,2.0,1.0,31.0
12.0,2.0,1.0,1946.527,40072.146,5510.648,2.0,1.0,31.0
6.0,1.0,1.0,7308.527,17032.125,7594.77,1.0,1.0,32.0
8.0,1.0,1.0,8238.82,19077.589,3787.648,1.0,1.0,32.0
9.0,1.0,1.0,9022.113,31618.296,6023.234,1.0,1.0,32.0
11.0,1.0,1.0,9311.82,37718.075,11386.305,1.0,1.0,32.0
16.0,1.0,1.0,9537.113,36520.246,12835.477,1.0,1.0,32.0
20.0,1.0,1.0,7357.991,38846.246,10359.891,1.0,1.0,32.0
22.0,1.0,1.0,8921.234,42445.953,9088.184,1.0,1.0,32.0
24.0,1.0,1.0,7254.698,44684.832,7807.062,1.0,1.0,32.0
18.0,1.0,1.0,7511.527,30605.832,5605.062,1.0,1.0,32.0
21.0,1.0,1.0,5762.82,42729.075,7524.527,1.0,1.0,32.0
23.0,1.0,1.0,8308.82,34667.711,8421.891,1.0,1.0,32.0
12.0,1.0,1.0,8056.698,40583.125,6415.527,1.0,1.0,32.0
6.0,3.0,1.0,0.0,0.0,7594.77,1.0,1.0,33.0
8.0,3.0,1.0,0.0,0.0,3787.648,1.0,1.0,33.0
9.0,3.0,1.0,0.0,0.0,6023.234,1.0,1.0,33.0
11.0,3.0,1.0,0.0,0.0,11386.305,1.0,1.0,33.0
16.0,3.0,1.0,0.0,0.0,12835.477,1.0,1.0,33.0
20.0,3.0,1.0,0.0,0.0,10359.891,1.0,1.0,33.0
